title,author,author code,year,figures,description,genre,magazine
Dopis ministru spravedlnosti dr. Kašparovi :,"Lamper, Ivan",mzk2006355969,1982,"Havel, Václav;Kašpar, Antonín",čeští dramatici;političtí vězni;solidarita,dopisy,Informace o Chartě 77 [samizdat]
Dopis J. Hrábkové-Rumlové generálnímu tajemníkovi OSN :,"Hrábková, Jiřina",xx0223522,1982,"Ruml, Jiří;Pérez de Cuéllar, Javier",novináři;političtí vězni;cenzura;mezinárodní podpora,dopisy,Informace o Chartě 77 [samizdat]
Žádost občanů o propuštění Petra Pospíchala,"Šimsa, Jan",jn20000402827,1982,"Pospíchal, Petr;Kaplan, Vlastimil",kultura a ideologie;političtí vězni;politická perzekuce;policejní šikana,dopisy,Informace o Chartě 77 [samizdat]
Dopis Evy Kantůrkové švédskému PEN Klubu :,"Kantůrková, Eva",jk01052883,1982,"Arenander, Britt",české spisovatelky;kultura a ideologie;mezinárodní pomoc;propuštění z výkonu trestu;svoboda;vděčnost,dopisy,Informace o Chartě 77 [samizdat]
Z dopisu č. 120 Václava Havla.,"Havel, Václav",jk01040240,1982,,čeští spisovatelé;političtí vězni;odpovědnost;skutečnost,dopisy,Informace o Chartě 77 [samizdat]
Sdělení VONS č. 301 :,,,1982,"Trojan, Ladislav;Bárta, Jan",katoličtí kněží;političtí vězni;náboženství a politika;samizdat;státní souhlas,zprávy,Informace o Chartě 77 [samizdat]
Sdělení č. 302 :,,,1982,"Pospíchal, Petr",kultura a ideologie;samizdat;političtí vězni;základní vojenská služba;policejní vyšetřování;podvratná činnost;politická perzekuce,zprávy,Informace o Chartě 77 [samizdat]
Sdělení č. 303 :,,,1982,"Ruml, Jiří;Šimečka, Milan;Mlynárik, Ján",samizdat;kultura a ideologie;političtí vězni;mezinárodní pomoc;propuštění z vazby,zprávy,Informace o Chartě 77 [samizdat]
Acta dubnová,"Brodský, Petr",av20191038199,1984,"Štampach, Odilo Ivan;Pavlovský, Petr",samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články;kýč;červená knihovna;braková literatura,recenze;dopisy;polemiky,Acta incognitorum [samizdat]
Gertruda Steinová a Pablo Picasso,,,1975,"Stein, Gertrude;Picasso, Pablo",americké spisovatelky;malíři;umělecká avantgarda,medailony,Ars boutique [samizdat]
Kouska apríla v těch dubnových Actech není,"Štěpán, Miroslav",av20231178121,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Žádost,"Hrábková, Jiřina",xx0223522,1982,"Šimečka, Milan;Ruml, Jiří;Mlynárik, Ján",političtí vězni;petice;propuštění z vazby,dopisy,Informace o Chartě 77 [samizdat]
K otázce politického neokonzervativismu,"Štampach, Odilo Ivan",jn19990218116,1984,"Ortega y Gasset, José;Černý, Václav",neokonzervatismus;terminologie;politická filozofie;španělští esejisté,úvahy,Acta incognitorum [samizdat]
Roztocký přípitek,"Křížek, Leonid",jn99240000595,1984,,učené společnosti;samizdatové časopisy;redakční práce,projevy,Acta incognitorum [samizdat]
[Básně],"Toman, Karel",jk01132611,1984,"Toman, Karel",čeští básníci,česká poezie,Acta incognitorum [samizdat]
Picasso,"Stein, Gertrude",jn19990008200,1975,"Picasso, Pablo",dějiny výtvarného umění;umělecká avantgarda;kubismus;malíři,studie,Ars boutique [samizdat]
Duch zákonů,"Neff, Vladimír",jk01082908,1984,"Montesquieu, Charles Louis de Secondat",francouzští spisovatelé;myslitelé;filozofie a politika;zákony,slovníky;úryvky,Acta incognitorum [samizdat]
[Snoopy V],"Schulz, Charles Monroe",jo20010088946,1984,,,komiksy;úryvky,Acta incognitorum [samizdat]
Dost možná :,"Kolínová, Blanka",js20081027001,1984,,,česká poezie,Acta incognitorum [samizdat]
Femmes Fatales (Osudové ženy),"Brien, Alan",,1984,"Boudica;Shakespeare, William;Thatcher, Margaret;Littlebench, Mark",Keltky;panovnice;političky;angličtí dramatici;anglické drama,články;poznámky,Acta incognitorum [samizdat]
Hodnocení poštou za květen,"Frídová, Eva",av20221148369,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Acta v máji,"Křížek, Leonid",jn99240000595,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Stížnost,"Placák, Jan",mzk2008434146,1982,,samizdatové časopisy;násilí;nezákonné jednání;policejní šikana,dopisy,Informace o Chartě 77 [samizdat]
Jaro je tady,"Vaculík, Ludvík",jk01141068,1982,"Kantůrková, Eva;Šiklová, Jiřina",vazba,fejetony,Informace o Chartě 77 [samizdat]
Sdělení č. 305 :,,,1982,"Pospíchal, Petr",kultura a ideologie;trest odnětí svobody;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
Básně k neuvěření,"Kočvara, Karel",,1975,,,česká poezie,Ars boutique [samizdat]
Sdělení č. 306 :,,,1982,"Hložánka, Radim",katoličtí kněží;političtí vězni;náboženství a politika;samizdatová literatura,zprávy,Informace o Chartě 77 [samizdat]
Filipika proti Ernestu Hemingwayovi,"Šilerová, Jana",,1975,"Hemingway, Ernest;Stein, Gertrude",američtí spisovatelé;americká próza;literární tvorba;literární styl,úvahy,Ars boutique [samizdat]
"To je doba, než tě to napadlo","Plotzer, Josef",ola20191060503,1975,,,české povídky,Ars boutique [samizdat]
Dopis Charty 77 generálnímu prokurátorovi ČSSR :,"Marvanová, Anna",ola2012710481,1982,"Jirous, Ivan Martin;Stárek, František;Hýbek, Michal;Frič, Milan Fricek",samizdatové časopisy;soudní procesy;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
Ještě pořád ideologická pluralita v Polsku?,"Štampach, Odilo Ivan",jn19990218116,1984,,periodika;tisk;katolíci;novinové články;redakční práce;cenzura,články,Acta incognitorum [samizdat]
Sdělení č. 307 :,,,1982,"Stárek, František;Jirous, Ivan Martin;Hýbek, Michal;Frič, Milan Fricek",samizdatové časopisy;soudní procesy;kultura a ideologie;političtí vězni;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
Vzpomínka :,"Preisler, Jan",,1984,,,česká poezie,Acta incognitorum [samizdat]
Sdělení č. 308 :,,,1982,"Pospíchal, Petr",odvolání v trestním řízení;kultura a ideologie;političtí vězni;samizdat;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
[Snoopy VI],"Schulz, Charles Monroe",jo20010088946,1984,,,komiksy;úryvky,Acta incognitorum [samizdat]
Z dopisů Ivana Jirouse.,"Jirous, Ivan Martin",jn19981001568,1982,"Jirousová, Juliana",političtí vězni;každodenní život;výkon trestu;přátelství;manželství,zprávy,Informace o Chartě 77 [samizdat]
[Básně],"Kolínová, Blanka",js20081027001,1984,,,česká poezie,Acta incognitorum [samizdat]
Mandala života aneb O vědě 21. století,"Prokopiuk, Jerzy",osd2015878853,1984,"Prinke, Rafał Tadeusz;Weresz, Leszek;Goethe, Johann Wolfgang von;Schiller, Friedrich;Steiner, Rudolf",esoterismus;myšlení;gnóze;hlubinná psychologie;kultura,předmluvy;úryvky,Acta incognitorum [samizdat]
Červen z odstupu,"Pavlovská, Stella",xx0177511,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Noc s Václavem Havlem,,,1982,"Havel, Václav;Soukup, Karel;Kryl, Karel;Hutka, Jaroslav;Miller, Arthur;Beckett, Samuel;Vaněk, Ferdinand",divadelní festivaly a přehlídky;dramatici;politická emigrace;písničkáři;političtí vězni;mezinárodní podpora,zprávy,Informace o Chartě 77 [samizdat]
"Blažej Belák a kolektív: Matej Bel, 1684-1749","Pavlovský, Petr",skuk0001560,1984,"Bel, Matej;Belák, Blažej;Schwandner, Johann Georg",učenci;duchovní;slovenští polyhistorové;učené společnosti;supralibros,bibliografie;recenze;úvahy,Acta incognitorum [samizdat]
O pohybu a nehybnosti Douvy,"Bonnefoy, Yves",jn19990000929,1980,,literární tvorba;poezie,eseje;úryvky,Slovo [samizdat]
Salamandr :,"Bonnefoy, Yves",jn19990000929,1980,,,francouzská poezie,Slovo [samizdat]
Básně,"Fitzgerald, Francis Scott",jn19981001164,1980,,,americká poezie,Slovo [samizdat]
[Má cenu slzy či hodiny],"Swinburne, Algernon Charles",ola2003172169,1980,,,anglická poezie;úryvky,Slovo [samizdat]
"[Dášo, tys nemocná!]","Blake, William",jn19990000832,1980,,,anglická poezie,Slovo [samizdat]
Básně,Chipirene,,1980,,,poezie;prózy,Slovo [samizdat]
Patetický žert :,"Adamy, Teo",jx20090223008,1980,,,česká poezie,Slovo [samizdat]
Gejzír aneb Z podzemí hudba vyhřezlá.,,,1980,,undergroundová kultura;kultura;populární hudba,úvahy,Slovo [samizdat]
Citáty,"Rolland, Romain",jn19990007118,1980,,,francouzské prózy;úryvky,Slovo [samizdat]
Cesta za králíčkem :,"Brownjohn, Alan",,1980,,,anglická poezie,Slovo [samizdat]
Moře :,Kim Chi Ha,,1980,,,korejská poezie,Slovo [samizdat]
Prostředí a čas :,"Siebenschein, Hugo",jk01111264,1980,"Kafka, Franz",literární tvorba;němečtí spisovatelé;pražská německá literatura,úvahy,Slovo [samizdat]
Básně,"Chržová, Jana",mzk2008434089,1980,,,poezie,Slovo [samizdat]
Přiznání :,"Andrade, Carlos Drummond de",jn19990000178,1980,,,brazilská poezie,Slovo [samizdat]
Co dělají naši mrtví :,"Herbert, Zbigniew",jn19990003408,1980,,,polská poezie,Slovo [samizdat]
"Cinzano, Návštěva","Swarowski, František",,1980,,,české prózy,Slovo [samizdat]
Tři surrealistické básně,"Mansour, Joyce",xx0017812,1980,,,poezie,Slovo [samizdat]
Postřehy,"Werich, Jan",jk01151601,1980,,společnost;pacifismus;člověk a společnost,úryvky,Slovo [samizdat]
Slova,"Hrabal, F. R.",pna2007418642,1980,,,česká poezie,Slovo [samizdat]
Otázky André Bretonovi,"Breton, André",jn19990001080,1980,,věda a umění;surrealismus (umění);malíři;umělci,rozhovory,Slovo [samizdat]
Několik básní Roberta Desnose.,"Desnos, Robert",jn20000700391,1980,,,francouzská poezie,Slovo [samizdat]
Převzato z tuzemského tisku.,,,1980,,,česká poezie,Slovo [samizdat]
"Výbor z ""Extáze""","Kocourek, Josef",jk01060981,1980,"Kocourek, Josef",čeští básníci,bio-bibliografické poznámky;česká poezie;deníky,Slovo [samizdat]
Slyšte hlas (Jeremiáš),"Werfel, Franz",jk01151599,1980,,,německé prózy;úryvky,Slovo [samizdat]
Básně,"Kundera, Milan",jk01070894,1980,,,česká poezie,Slovo [samizdat]
Poslední kartářka,"Wolf, Jiří",jn20000728824,1980,,,fejetony,Slovo [samizdat]
Píseň mužů :,"Kipling, Rudyard",jn19990004353,1980,,,anglická poezie,Slovo [samizdat]
Pred rodným domom,"Lasica, Milan",jn19990009653,1980,,,slovenská dramata,Slovo [samizdat]
Beat Generation,"Vyhnal, Ivan",,1980,"Ginsberg, Allen;Orlovsky, Peter",beatnici;američtí básníci,české prózy,Slovo [samizdat]
Dožínky v naší obci,"Grossmann, Jiří",jk01032740,1980,,,české povídky,Slovo [samizdat]
Veselé ghetto v obležení :,"Brabenec, Vratislav",jn20010309458,1982,"Jirous, Ivan Martin",politická emigrace;undergroundová kultura;političtí vězni;kultura a ideologie,rozhovory,Informace o Chartě 77 [samizdat]
Nic než klid :,,,1980,,,česká poezie,Slovo [samizdat]
Láska :,,,1980,,,česká poezie,Slovo [samizdat]
Dodatek k manifestu o lásce slabé a lásce hořké :,"Tzara, Tristan",jn20000605372,1980,,dadaismus (umění),manifesty;francouzská poezie,Slovo [samizdat]
Hňup z kaštýla :,"Vaculík, Ludvík",jk01141068,1982,"Třešňák, Vlastimil",politická emigrace,fejetony,Informace o Chartě 77 [samizdat]
Básně,"Hrabal, F. R.",pna2007418642,1980,,,česká poezie,Slovo [samizdat]
Zapomnění a nalezení :,,,1980,,,česká poezie,Slovo [samizdat]
Jan Scotus Eriugena,"Bondy, Egon",jk01012610,1980,"Erigena, Johannes Scotus",filozofové;filozofické směry,medailony;výklady,Slovo [samizdat]
Sdělení VONS č. 309 :,,,1982,"Jirous, Ivan Martin;Stárek, František;Hýbek, Michal",samizdatové časopisy;soudní procesy;političtí vězni;kultura a ideologie;potvrzení trestu,zprávy,Informace o Chartě 77 [samizdat]
Terminologická poznámka :,"Brodský, Petr",av20191038199,1984,"Machiavelli, Niccolò;Platón;Aristotelés;Štampach, Odilo Ivan",terminologie;politická filozofie;ideologie;italští spisovatelé;filozofové,úvahy;polemiky,Acta incognitorum [samizdat]
Poznámka k poznámce ro,"Štampach, Odilo Ivan",jn19990218116,1984,"Brodský, Petr",terminologie;politická filozofie;filozofie,poznámky,Acta incognitorum [samizdat]
Proč byl tak rozčílen :,"Brodský, Petr",av20191038199,1984,"Křížek, Leonid;Pavlovský, Petr;Saudek, Karel;Foglar, Jaroslav",komiks;výtvarné umění;literární tvorba;terminologie,polemiky;úvahy,Acta incognitorum [samizdat]
[Milý Hz!],"Brodský, Petr",av20191038199,1984,"Hozák, Jan",marxismus;náboženství a společnost;masmédia a politika;buržoazie,glosy,Acta incognitorum [samizdat]
Sdělení VONS č. 310 :,,,1982,"Šavrda, Jaromír",kultura a ideologie;samizdat;političtí vězni;zdraví a nemoc;domovní prohlídka;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
Obhajoba dr. Jiřiny Šiklové :,"Šiklová, Jiřina",jk01122892,1982,,kultura a ideologie;exilová literatura;samizdatová literatura;mezinárodní pomoc;soudní procesy;obhajoba;ničení knih,projevy,Informace o Chartě 77 [samizdat]
Město nám hnilo za zády :,Nostromo,,1980,,,poezie,Slovo [samizdat]
Térés.,,,1980,,,prózy;úryvky,Slovo [samizdat]
Svatební materiál :,"Neruda, Pablo",jn19990006057,1980,,,španělská poezie,Slovo [samizdat]
Abizag :,"Gottlieb, František",jk01032557,1980,,,česká poezie,Slovo [samizdat]
Nové fejetony,,,1982,"Ruml, Jiří;Vaculík, Ludvík",český fejeton;samizdatová literatura,zprávy,Informace o Chartě 77 [samizdat]
Poezie,"Mao, Zedong",jn20000701142,1980,"Mao, Zedong",čínská poezie,čínská poezie,Slovo [samizdat]
Reakcionář Kohn,"Škvorecký, Josef",jk01130413,1980,,,české povídky,Slovo [samizdat]
"Náročná, střední a brutální kultura","Shils, Edward",jn19990007498,1980,,sociologie kultury;kulturní identita;kultura;kulturologie,studie;úryvky,Slovo [samizdat]
České divadelnictví,"Pavlovský, Petr",skuk0001560,1984,"Jiřík, Fantišek;Thám, Václav;Pelcl, František Martin",divadelnictví;české divadlo;divadlo a společnost;amatérské divadlo;ochotnické divadlo;lidové divadlo;loutkové divadlo;divadelní festivaly a přehlídky;divadelní školy;národní obrození,eseje,Acta incognitorum [samizdat]
Goghova milá :,"Diviš, Ivan",jk01022321,1980,,,česká poezie,Slovo [samizdat]
"Vizita - bylo, nebylo","Pavlovský, Petr",skuk0001560,1984,"Dušek, Jaroslav;Borna, Jan",české divadlo;divadelní soubory;divadelní improvizace,články,Acta incognitorum [samizdat]
Vnucovaná práce,"Pavlovský, Petr",skuk0001560,1984,"Holan, Vladimír",práce;amatérismus,články;česká poezie,Acta incognitorum [samizdat]
Básně,"Tomeš, Oldřich",,1980,,,české prózy,Slovo [samizdat]
Dopis kardinála Tomáška redaktoru Katolických novin.,"Tomášek, František",jk01132662,1982,"Hochmann, František",křesťanská literatura;náboženství a politika;cenzura,dopisy,Informace o Chartě 77 [samizdat]
"Dopis evangelického faráře Milana Balabána redakcím Kostnických jisker, Českého bratra a Křesťanské revue.","Balabán, Milan",jn99240000045,1982,"Molnár, Amedeo;Hlaváč, Josef;Smolík, Josef",cenzura;náboženství a politika;náboženská literatura,dopisy,Informace o Chartě 77 [samizdat]
Dokumenty k Societas incognitorum eruditorum LII,"Belák, Blažej",ola2003201087,1984,"Bel, Matej",duchovní;učené společnosti;učenci;slovenští polyhistorové,kalendária;bibliografie,Acta incognitorum [samizdat]
Básně,"Vondruška, Josef",jn99240001373,1980,,,česká poezie,Slovo [samizdat]
Básně,"Jirec, Miroslav M.",av20221155551,1980,,,česká poezie,Slovo [samizdat]
Noční rozhovor z června 1415 :,"Rejchrt, Miloš",jn19990216153,1980,,,česká poezie,Slovo [samizdat]
Z básně Český Betlém :,"Schneider, Jan",xx0199292,1980,,,česká poezie;úryvky,Slovo [samizdat]
Básně,Ústí,,1980,,,česká poezie,Slovo [samizdat]
Básně,"Hrabal, F. R.",pna2007418642,1980,,,česká poezie,Slovo [samizdat]
Výborová schůze,"Kocourek, Josef",jk01060981,1980,,,české povídky,Slovo [samizdat]
Sexuální voda :,"Kocourek, Josef",jk01060981,1980,,,česká poezie,Slovo [samizdat]
Osamělý pán :,"Neruda, Pablo",jn19990006057,1980,,,chilská poezie,Slovo [samizdat]
Okťabrina,"Křížek, Leonid",jn99240000595,1984,"Sadecký, Petr",komiks;akční hrdinky;mystifikace,články;komiksy;úryvky,Acta incognitorum [samizdat]
Básně,"Michaux, Henri",jn19990005696,1980,"Vladislav, Jan",,francouzská poezie;poezie v próze,Slovo [samizdat]
Loupež :,"Valachová, Marie",jk01141189,1980,,,česká poezie,Slovo [samizdat]
Básně,"Brandstaetter, Roman",jo20010086928,1980,,,polská poezie,Slovo [samizdat]
Dopis šesti občanů presidentu republiky,"Lamper, Ivan",mzk2006355969,1982,"Jirous, Ivan Martin;Husák, Gustáv",političtí vězni;kultura a ideologie;undergroundová kultura;solidarita,zprávy,Informace o Chartě 77 [samizdat]
Všechno na světě :,"Kolínová, Blanka",js20081027001,1984,,,česká poezie,Acta incognitorum [samizdat]
Poznámky,"Hrbková-Bidlová, Markéta",jn20000401071,1980,,,české prózy;úryvky,Slovo [samizdat]
Básně,"Valachová, Marie",jk01141189,1980,,,česká poezie,Slovo [samizdat]
Ken Kessey,"Havlásková, Světlana",,1980,"Kesey, Ken",američtí spisovatelé;americká próza,medailony,Slovo [samizdat]
Naivní hrátky :,"Tomeš, Oldřich",,1980,,,česká poezie,Slovo [samizdat]
Holandská místnost,"Hutka, Jaroslav",jk01043349,1980,,,fejetony,Slovo [samizdat]
Sovětský spisovatel a smrt,"Ètkind, Jefim Grigor'jevič",jn20000601515,1980,"Pasternak, Boris Leonidovič;Zoščenko, Michail Michajlovič;Achmatova, Anna Andrejevna;Bulgakov, Michail Afanas‘jevič",politická perzekuce;sovětská literatura,komentáře,Slovo [samizdat]
